Training Dataset Mean[0],Training Dataset Mean[1],Training Dataset Mean[2],Training Dataset Variance[0],Training Dataset Variance[1],Training Dataset Variance[2]
7411.704479999997,10133.271839999987,23817.165314285707,32265125.793003447,218352790.86327794,613935741.3057516
