Fibre Radius in mm,Fibre Angle in Degrees,Fibre Youngs Modulus in N/mm^2,Buckling Load for first eigenmode in N,Buckling Load for second eigenmode in N,Buckling Load for third eigenmode in N

36.598187513733734,54.24236525320126,175961.67560975082,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

85.2167826669407,60.65464411519894,64059.76220781867,' 1090.3,' 1174.2,' 3259.0'

89.09413027031925,68.30003415397245,786241.1168927079,' 12384.,' 13338.,' 36097.'

122.52098158540548,34.90951839940743,389223.26693904295,' 22115.,' 60176.,'1.01375E+05'

38.77251693677442,87.27521955688223,204817.0673366647,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

48.30777614408919,4.393002227518082,518066.63921182463,' 8310.1,' 8735.0,' 24241.'

104.3284608399191,14.280408674167301,259996.88808013246,' 4234.8,' 4635.6,' 12589.'

101.80887068461678,3.153401981702639,96353.97830243222,' 1708.9,' 1863.0,' 5098.6'

113.20126209584885,22.66991493751278,417281.7413429189,' 6616.3,' 7394.7,' 19436.'

51.2977757956662,17.804967856295868,592493.7772003285,' 9574.8,' 9972.3,' 27808.'

37.650217320158596,66.91640741430274,545160.074862183,' 8694.3,' 9127.8,' 25297.'

71.26652564938388,49.95825950499263,187100.3777072142,' 3044.7,' 3204.3,' 8920.0'

110.92452261674025,31.42337260762839,714410.3835145007,' 10828.,' 12108.,' 31728.'

29.42762131068708,48.38946439723199,735450.9825182986,' 11712.,' 12329.,' 34172.'

38.76790660929235,89.62581218790133,290898.6171896833,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

125.87641879797654,68.40693740074464,57747.70048500486,' 4626.8,' 12405.,' 21298.'

114.89753647655547,33.75036590744742,778254.385375698,' 11849.,' 13400.,' 34789.'

90.09925671526929,79.19527534032159,122229.2151865563,' 2048.6,' 2205.6,' 6049.1'

102.12413123706453,0.6173859770113489,65750.83056226495,' 1193.2,' 1313.2,' 3615.2'

91.752456435141,2.819226275229015,440359.96772642294,' 6971.3,' 7536.0,' 20339.'

42.60647398255822,59.55897174907628,47255.4081954389,' 759.07,' 804.09,' 2225.0'

33.19851234486552,11.952450090152833,691266.9220483335,' 11042.,' 11621.,' 32211.'

126.04634428572376,76.02020592470136,645142.5623723018,' 33332.,' 91444.,'1.56461E+05'

45.45204524187377,18.47629580609546,51004.713122166395,' 821.85,' 866.10,' 2418.7'

114.97892782681747,9.822150753020077,77277.46930377216,' 1485.9,' 1670.1,' 4489.2'

39.67161883767324,89.0378579771028,575710.4524968447,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

34.2548798052265,74.39232259230229,205851.3532035401,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

101.42993918033127,38.898073756230275,497833.5237803565,' 7920.5,' 8599.1,' 23138.'

123.66984416417351,24.78825217755266,673814.0759888657,' 35154.,' 94770.,'1.62284E+05'

33.077709433592794,61.799422851297635,130546.50374701212,' 1939.0,' 1988.3,' 5691.9'

57.60722602891206,65.81411871325184,630160.4100944558,' 10099.,' 10537.,' 29190.'

40.196021396531705,7.512576753312383,452160.82098992,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

72.05523048560251,88.08464785994832,495684.4544639284,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

60.48572837799812,26.936587494368048,558943.7623540678,' 9003.4,' 9404.9,' 26021.'

51.77701626686672,7.2053860952602236,86594.42283391411,' 1407.2,' 1480.2,' 4118.4'

33.322075950024264,79.58390639026837,274479.1945131611,' 4432.8,' 4633.9,' 12922.'

25.806533169734582,5.986466369703093,252069.3275611045,' 4033.4,' 4221.7,' 11764.'

125.4817345874804,88.96340132763896,303646.81504383404,' 17393.,' 47063.,' 80368.'

48.52619137364243,51.51580162852771,710488.2390939493,' 11429.,' 11979.,' 33136.'

66.89443939461502,35.42044537280142,683835.2117264244,' 10981.,' 11496.,' 31930.'

49.806575249985535,55.701794259326945,411646.24462030997,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

101.55761126237765,56.145827403188655,478384.2845723146,' 7594.3,' 8288.2,' 22310.'

106.4576981285578,5.841345686851841,779424.7381737939,' 11968.,' 13320.,' 35055.'

111.24764099146273,69.66356679392607,83086.28111566702,' 1533.1,' 1701.3,' 4634.1'

26.86794625088491,79.34178287472045,371199.3212372571,' 5925.1,' 6230.2,' 17227.'

67.61943728543271,30.12668887162904,491382.9620564573,' 7888.0,' 8293.5,' 22965.'

105.26957944493311,10.515836372999766,55436.51300937121,' 1041.9,' 1146.8,' 3135.8'

86.74926471273548,48.793795097117886,669609.2244269316,' 10607.,' 11364.,' 30859.'

56.84477866557353,60.662371596832365,305420.2201479554,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

55.6379314190591,49.09626698921371,591857.3993069427,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

27.484553226829455,64.68380992429033,636031.9075463384,' 10203.,' 10613.,' 29685.'

115.94317611918639,29.47113166797369,120062.1071257553,' 2176.4,' 2447.8,' 6532.3'

25.845520059570518,30.948389551534135,674359.9842700384,' 10716.,' 11246.,' 31127.'

83.65075350013679,43.63759006494174,30620.983196284968,' 535.23,' 576.68,' 1599.6'

26.584900077179928,67.02394370601819,373984.06058482634,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

62.05856208240245,25.92165217963159,366906.7216376888,' 5817.4,' 6114.6,' 16960.'

59.386107239575544,62.05134577133512,234130.04392756266,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

113.63734883731469,4.900343798014964,736620.7288575785,' 11151.,' 12664.,' 32897.'

75.99285365796146,43.672968514341946,154126.1032966683,' 2537.9,' 2678.4,' 7417.0'

106.20815410094845,71.04320281289226,772351.9413884984,' 11819.,' 13235.,' 34573.'

51.322144962283176,22.216561821391736,583979.2608114685,' 9296.9,' 9851.8,' 27120.'

47.93584279769074,31.397857828659873,124478.5762152379,' 1989.5,' 2097.2,' 5813.8'

94.22781213043963,72.96026741442104,29941.335141132502,' 559.46,' 607.27,' 1680.9'

29.741838631501995,20.916901824377213,143495.77805074028,' 2292.5,' 2414.6,' 6688.1'

58.98529519132227,34.20278731250226,684540.563697911,' 10985.,' 11465.,' 31820.'

85.55744279623842,39.982479925591555,15803.72231738792,' 292.50,' 312.32,' 871.94'

38.40675163574342,71.63536158571212,728115.4936143085,' 11616.,' 12244.,' 33889.'

110.20993565838276,54.651006076883576,249058.35871578567,' 4092.3,' 4535.3,' 12163.'

96.65635838730198,29.083287857692177,559174.5255928115,' 8890.6,' 9663.1,' 25827.'

50.32789684790916,45.4461692900046,436942.088845372,' 7021.4,' 7376.6,' 20447.'

107.56410240198223,4.059558787614427,252694.12343620064,' 4175.7,' 4576.5,' 12402.'

87.96150384887753,80.21378935845443,24524.647075119217,' 443.46,' 479.19,' 1329.2'

89.27150147249304,4.3336557288989015,349523.5120655666,' 5577.8,' 5960.7,' 16321.'

33.307059855565136,69.0239920285619,198140.92436888922,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

106.27729565967938,45.66866861015372,527428.1271582146,' 8255.7,' 9122.3,' 24191.'

60.307825443903866,40.578467355231766,219620.49705261542,' 3562.1,' 3736.6,' 10370.'

85.16910260156084,73.01037946823419,189202.38510649544,' 3090.7,' 3275.6,' 9068.9'

70.52281634525234,13.482171221129398,793646.3669427125,' 12773.,' 13456.,' 36819.'

50.067261925770794,40.82016998166612,586725.9960522004,' 9422.5,' 9908.8,' 27410.'

82.02959535872942,44.66914370480245,572982.3645147154,' 9106.1,' 9661.7,' 26604.'

126.4439361509694,86.94484445908488,780954.6264583486,' 39761.,'1.09653E+05,'1.88384E+05'

38.64633807321331,69.59422291313098,709176.368500048,' 11335.,' 11882.,' 32856.'

36.65738245791034,31.98812487937186,359953.17522775556,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

32.932248179574856,62.49534656651024,121121.20982428524,' 1936.0,' 2039.7,' 5636.5'

73.94192904353642,75.10171245537141,393205.9225567752,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

120.197317553237,81.57128395100187,147607.1247308739,' 2665.9,' 3027.4,' 7990.9'

60.82196006433741,85.92586545698798,300022.024144603,' 4880.2,' 5081.0,' 14181.'

79.61837272258802,42.819674324671844,94282.37297924425,' 1569.0,' 1663.9,' 4635.5'

91.50167841981562,81.03392072936212,103557.88007539442,' 1751.0,' 1888.4,' 5203.2'

67.94795849357581,51.1533413477472,331639.62111012224,' 5381.2,' 5653.0,' 15690.'

38.922071523607265,59.9240808471192,415725.5545083676,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

77.9219704871412,11.67287551758522,394787.7305444446,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

79.64761558422586,22.701204249787896,87091.59966634956,' 1449.2,' 1540.9,' 4292.8'

51.830259573923826,7.392561250188707,441547.4349937418,' 7076.1,' 7371.5,' 20518.'

93.72724716601954,75.21571300449394,602454.2923318626,' 9555.9,' 10344.,' 27797.'

35.6781123748823,9.9506755345728,590291.5581433527,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

77.6566953541173,20.404510382061467,666086.03489032,' 10644.,' 11270.,' 30764.'

104.41107094063544,41.53834795137487,511402.5963124719,' 8033.7,' 8828.8,' 23676.'

49.269287654480976,11.016230887464298,462609.6015204648,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

114.0798657958056,49.731666815511325,63011.599831171414,' 1229.1,' 1372.5,' 3727.1'

84.26049271135602,19.411185007645024,78811.88321066018,' 1328.5,' 1427.2,' 3939.4'

59.662029591555225,11.329785961871083,618398.4568947572,' 9917.9,' 10402.,' 28811.'

118.92728911777543,21.382563042953787,255484.88605787253,' 4242.9,' 4783.5,' 12612.'

40.122366788664465,84.67105640683023,401273.19329414325,' 6401.6,' 6705.1,' 18660.'

104.58967295003815,37.03348373161229,429941.54303092865,' 6846.2,' 7477.3,' 20163.'

39.71255096410768,28.885407581337947,569554.6297880075,' 9059.3,' 9522.9,' 26472.'

35.554063555496974,19.084613270430463,128152.61498105158,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

57.73040539051507,64.35539557169523,635492.4011308125,' 10196.,' 10628.,' 29529.'

118.29470166259325,76.53509028500324,529837.2222592323,' 8174.1,' 9357.3,' 24099.'

33.830991063975176,55.98527831200822,228246.0413224675,' 3644.3,' 3821.9,' 10652.'

28.66613816993002,76.55074123382173,704696.8771453281,' 11222.,' 11803.,' 32718.'

109.77990789923936,58.17762344463467,422710.76049604797,' 6620.6,' 7406.3,' 19602.'

72.94088509235476,8.867399105176476,524417.6061373074,' 8412.4,' 8856.2,' 24426.'

53.15662721699019,35.98335991490491,220186.87824921313,' 3553.1,' 3729.9,' 10398.'

40.92590280090326,77.77207278259047,782316.7224525779,' 12520.,' 13166.,' 36507.'

65.73334844524413,76.30046186644232,419083.08758045535,' 6682.9,' 7013.8,' 19470.'

64.71208624706583,76.69968443323816,424579.4281426585,' 6798.0,' 7115.9,' 19744.'

29.809132137338388,13.806328981354309,664249.8308129417,' 10659.,' 11209.,' 30970.'

111.03600346912287,23.37063064691855,191181.92028106272,' 3214.9,' 3575.8,' 9611.2'

85.29561313311737,49.798504117223494,47861.690999375955,' 824.81,' 887.33,' 2463.9'

31.2385396515243,46.39239727119139,130967.82921612609,' 2116.4,' 2213.2,' 6169.1'

77.10037786792596,70.58013399445785,243461.36777625955,' 3948.5,' 4173.3,' 11519.'

123.16730136024137,66.73811441907725,680464.1485046254,' 36277.,' 98027.,'1.66827E+05'

55.383932554657136,44.201661748371414,134772.16499733302,' 2167.9,' 2279.2,' 6375.9'

72.38818553696285,18.064098135472495,748035.5646400513,' 11995.,' 12627.,' 34776.'

58.6533398461359,35.387189245389465,788598.6907447439,' 12598.,' 13190.,' 36633.'

46.17485880447569,56.39741123415517,301177.14096592483,' 4843.5,' 5081.5,' 14078.'

93.98383735237509,39.7732277375311,207652.4055222556,' 3403.6,' 3664.1,' 10057.'

36.29832420844116,8.843941772011087,467846.3813757038,' 7386.9,' 7475.1,' 21429.'

37.86150515697421,50.787927113230346,601781.8491723161,' 9599.1,' 10142.,' 28040.'

96.92709133954826,55.091762442889234,432715.0976571708,' 6926.8,' 7508.7,' 20214.'

70.97782178388158,14.071968203331807,424278.6485714678,' 6817.0,' 7192.3,' 19796.'

67.80243175065578,1.6721333311484783,196953.41894000754,' 3193.3,' 3361.0,' 9357.0'

98.0996933299996,46.5425506379813,160705.93944388893,' 2702.2,' 2925.5,' 8038.8'

83.10250236322156,13.975958247180765,421701.7883778894,' 6749.1,' 7149.1,' 19706.'

110.7399788080362,52.01933677556344,637508.8191398623,' 9663.5,' 10840.,' 28464.'

125.89914945233603,72.13562869306918,600859.3011583232,' 31337.,' 86347.,'1.49544E+05'

58.375401635120014,33.471794520938914,320813.1380580068,' 4506.0,' 4658.1,' 13337.'

50.034487623548124,73.19000885946852,336989.07811247907,' 5437.2,' 5720.2,' 15856.'

62.132118118129206,23.417521171610407,140121.28552501707,' 2257.6,' 2379.2,' 6619.5'

74.5260881837817,7.663593681937057,14429.235816369597,' 255.47,' 270.76,' 764.18'

97.50957275770926,51.447481937485705,236538.49350639372,' 3882.8,' 4169.0,' 11446.'

26.070484703008937,53.40093891000878,753436.9773306868,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

35.9314928520816,66.7018229904332,280672.3352634197,' 4517.2,' 4749.4,' 13184.'

64.97382008464228,16.168662486316414,658594.9952601838,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

33.490629626850236,28.3487761491275,48462.920393205546,' 782.64,' 817.93,' 2290.8'

80.1553414439054,37.83209609938665,71813.00573923286,' 1198.6,' 1284.5,' 3564.7'

27.26598826358629,84.45230971470893,445129.3624001098,' 7101.5,' 7491.2,' 20697.'

98.46591082383755,69.39717820755081,154312.57549424018,' 2599.3,' 2812.5,' 7746.9'

46.33152555980139,66.96440015969235,180589.77436538175,' 2903.8,' 3035.2,' 8506.3'

108.82365488707255,21.076673705605046,555499.6973491427,' 8669.3,' 9653.4,' 25530.'

110.59742266842828,65.30338594787057,208755.300618068,' 3448.2,' 3812.9,' 10283.'

124.46014174032877,85.29598213804871,307090.72193986946,' 17524.,' 47249.,' 81127.'

57.07954877439774,49.051556707305274,571191.7357938224,' 9170.1,' 9589.0,' 26492.'

31.53078233270349,36.51327469886347,335953.2559478921,' 5356.3,' 5634.7,' 15587.'

63.69099890742433,10.24115983104112,150591.34686063617,' 2436.4,' 2551.7,' 7127.3'

46.689653576312125,84.34217151117329,123838.94224262536,' 1994.8,' 2087.4,' 5808.2'

101.20130434112758,33.36876302311542,61172.65003652982,' 1122.9,' 1224.2,' 3353.7'

80.82427317217235,66.56110038777433,255904.29721568132,' 4123.9,' 4390.2,' 12044.'

110.52287024390809,38.0575368824459,472605.0077195385,' 7346.2,' 8146.4,' 21716.'

43.017612850122944,65.95553375803541,541407.6785215543,' 8628.9,' 9108.8,' 25147.'

87.42373573584476,11.71464872113657,733509.5929848513,' 11570.,' 12382.,' 33600.'

97.6748511409237,50.40833593635107,244011.99852394024,' 3985.7,' 4305.7,' 11730.'

82.24536372256611,15.878894538149158,325984.50274581445,' 5194.8,' 5498.8,' 15278.'

111.35687509226675,46.1794153111288,341309.48431333323,' 5503.8,' 6082.0,' 16208.'

53.36343476354607,33.54992497255726,517555.3282955755,' 8314.6,' 8702.0,' 24189.'

84.5107900365667,57.885908600888385,766173.6483789203,' 12065.,' 12866.,' 35173.'

57.47781671242923,48.55100356075893,701816.7885047469,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

45.257566237257336,24.024144377801232,430798.9587553669,' 6880.2,' 7258.0,' 20071.'

34.912479565171864,51.93644278171533,421482.5501320471,' 6752.3,' 7076.1,' 19647.'

68.50531110691973,49.50115274703612,289989.32668892253,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

108.37087471642684,45.1076275892912,72188.75761649993,' 1342.6,' 1484.6,' 4060.8'

113.99229328461392,62.21116575402047,481553.1978877566,' 7508.7,' 8495.9,' 22169.'

109.21538199895087,0.5194979441843118,574596.2061443335,' 8973.5,' 9960.9,' 26236.'

63.28577640140995,5.305601826531565,595600.4012010254,' 9537.4,' 9981.2,' 27582.'

94.32998085767595,24.473878562374136,758680.0253944268,' 11871.,' 12826.,' 34548.'

57.179788310996784,77.62070287517012,319372.1974469261,' 5154.8,' 5399.4,' 15007.'

65.24538279463314,40.4847200112293,145672.51434314458,' 2357.9,' 2482.4,' 6899.0'

83.08734388560957,50.14180791459379,760474.0338508803,' 12111.,' 12867.,' 35098.'

90.01295890868738,36.053313292968845,752901.1315678286,' 11820.,' 12700.,' 34429.'

101.11600978170503,11.255685855127032,155845.70789057243,' 2627.0,' 2867.9,' 7825.3'

109.9448734412974,75.1377474612939,727801.5206949669,' 11212.,' 12448.,' 32956.'

60.04582482139403,72.64659751060168,240905.8576401657,' 3913.4,' 4067.4,' 11357.'

43.245653427892236,13.378206146934621,794955.2730998875,' 12672.,' 13462.,' 36858.'

124.77550643298639,17.16754643425652,273426.45423328393,' 15866.,' 42936.,' 73365.'

27.995766629969385,74.82571004350683,516538.13362663874,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

102.71930469341501,36.80055174548385,320090.2067994596,' 5222.4,' 5669.5,' 15394.'

29.770152487751197,38.94537145859365,324682.32594999886,' 5255.0,' 5508.9,' 15197.'

122.48919695674964,81.298024760469,487874.6881606228,' 26944.,' 73009.,'1.23336E+05'

97.82469672821833,6.867986516387652,712531.4841183545,' 11215.,' 12245.,' 32759.'

90.4203254615823,1.8332585541398585,223485.68862615537,' 3670.0,' 3930.7,' 10742.'

29.452574892804734,55.740451788664174,403165.0031906515,' 6454.0,' 6842.3,' 18806.'

54.543300564339525,21.265734457448907,762120.176475371,' 12301.,' 12933.,' 35885.'

29.576818950415703,21.308619618257502,313846.6455780094,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

126.57578689444907,47.944081683851344,323343.45617008064,' 18256.,'-46013.,' 49355.'

54.175002249962034,73.59296620667133,121895.90533321061,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

81.86244924331547,53.84744686510339,298699.7196525834,' 4775.6,' 5080.8,' 14007.'

75.26403248455335,39.959115054340046,225161.77362664614,' 3679.8,' 3871.2,' 10698.'

28.494386678197817,77.56007944649883,304670.6343011896,' 4900.4,' 5153.3,' 14253.'

108.17479592810294,25.3224785598695,668442.7944520653,' 10273.,' 11455.,' 30255.'

83.29174175852361,8.744860020072702,418417.8657531069,' 6679.1,' 7113.3,' 19552.'

80.32664683936866,68.17962825364182,634303.5102402837,' 10067.,' 10685.,' 29259.'

31.51261558053065,79.0130638616468,718389.2367956258,' 11456.,' 12086.,' 33341.'

75.16014429789107,73.35118101861634,359292.1654666082,' 5817.8,' 6144.2,' 16938.'

121.88210444094871,31.086748195918773,650337.4082710923,' 35106.,' 95206.,'1.63453E+05'

66.25937450136597,66.62548926568216,485811.46366939455,' 7836.0,' 8231.0,' 22879.'

95.96251290672657,1.9662631389011047,607678.9493673791,' 9591.3,' 10487.,' 28052.'

75.83202162596301,83.87549782070865,426278.29937780695,' 6838.3,' 7186.8,' 19888.'

57.54538217984905,7.119530642142198,76241.0096674727,' 1208.8,' 1236.1,' 3555.5'

124.03280247816076,49.324343367756676,561986.1479279245,' 29867.,' 80609.,'1.38523E+05'

100.90694327639802,78.23926564153908,711772.4766163462,' 11213.,' 12180.,' 32648.'

105.90369072614202,37.656572713886256,676474.7681335611,' 10470.,' 11672.,' 30655.'

50.750616809592216,51.834946299863006,187673.09252329037,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

85.50142923543864,34.382968455651614,741789.0238580691,' 11708.,' 12550.,' 34068.'

99.14293741381076,40.796847257816324,335330.8026036625,' 5450.7,' 5900.4,' 15990.'

96.33934912414463,86.99867966236427,422156.50065525,' 6752.0,' 7313.8,' 19821.'

97.29480297795479,28.543264572409715,382833.8616328253,' 6169.4,' 6654.9,' 18014.'

93.76375543580129,39.675155741356804,242353.9298773099,' 3963.3,' 4264.0,' 11671.'

41.83915945660641,9.898018240237175,562657.5828613881,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

64.05175756734371,2.2689249967714114,160475.33820473077,' 2606.2,' 2713.5,' 7590.4'

86.3189840974245,56.70454603668872,10334.473749557368,' 198.05,' 208.70,' 591.91'

98.25953433405445,26.877828794481847,494904.9732402366,' 7855.1,' 8510.1,' 23010.'

95.36185908650369,83.56994824410566,283431.2337738199,' 4583.7,' 4928.8,' 13476.'

38.824475592725456,29.131222513663687,316223.3890322166,' 5079.0,' 5335.7,' 14795.'

74.70209383663597,56.771311778977335,569020.1946878228,' 9107.6,' 9704.4,' 26542.'

46.15226067897857,60.49663158891713,129452.74352050976,' 2074.1,' 2187.0,' 6074.2'

41.07083842695067,76.26791262333255,163135.19468526266,' 2615.5,' 2753.4,' 7639.7'

96.6305166669175,43.88910425765447,670622.5429080626,' 10636.,' 11581.,' 30855.'

46.03732407594329,28.16959899044077,108943.34223685869,' 1728.0,' 1760.9,' 5036.9'

55.24998198165207,8.48360370114566,381007.9347125099,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

51.52615898618444,85.55483526129555,418480.46406337514,' 6718.6,' 7041.5,' 19481.'

97.73958455951905,65.14614319194709,679281.8618320959,' 10670.,' 11670.,' 31114.'

92.22536972858497,86.7173720043917,190469.8927933351,' 3149.0,' 3395.3,' 9260.6'

103.04422682564228,39.50993047090459,615740.6035140896,' 9709.6,' 10600.,' 28495.'

109.30240424031462,63.78056171220254,169177.28260903817,' 2883.0,' 3190.4,' 8616.2'

64.47305473515294,12.180045937921484,321938.28838815476,' 5176.0,' 5399.4,' 15105.'

30.270423168691277,86.85000767111663,540950.5037629296,' 8669.2,' 9144.3,' 25255.'

28.77187863210729,34.018798116650075,257651.38421798495,' 4110.1,' 4308.3,' 11979.'

105.99396089324978,44.04569897972533,646890.476952972,' 10006.,' 11118.,' 29372.'

67.23542808222905,35.90855543838802,648885.2903792141,' 10424.,' 10935.,' 30308.'

74.80838437025821,26.160106914484412,711150.9883646128,' 11472.,' 12112.,' 33149.'

34.52727544071518,59.59334273563803,467366.5678058283,' 7348.9,' 7488.8,' 21356.'

60.188515128112925,80.91453144324848,790972.7644205577,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

56.58645573954938,71.30586929182851,508849.8093975839,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

44.17699179059282,42.38876108671159,656236.5576926664,' 10475.,' 11025.,' 30538.'

28.222711481545026,33.40061609857434,744790.1826986436,' 11910.,' 12558.,' 34661.'

84.57968683727748,67.77562930019636,197443.3153781353,' 3199.9,' 3398.6,' 9424.8'

113.94149808012078,76.72625281258011,799943.0342294843,' 12094.,' 13789.,' 35359.'

53.63803635713691,25.421396386308682,259219.8842427489,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

81.0804356836676,57.21602692055279,466319.1340429726,' 7411.3,' 7872.5,' 21652.'

30.0259389422689,17.688225561356774,59286.35541250855,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

119.94841082260791,64.71016061872696,107441.67228910794,' 2012.9,' 2276.5,' 6090.1'

58.2015615822585,28.3817367828209,470562.5402764084,' 7542.8,' 7881.9,' 21967.'

35.62423659231436,80.82547066333085,151974.9698404084,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

42.24667325933716,86.77553657630315,317841.7075999104,' 5096.5,' 5322.3,' 14782.'

118.5177745337736,78.59146916493685,79326.51159882847,' 1524.8,' 1738.9,' 4622.9'

83.47962572717569,36.04330147868886,669991.5516393678,' 10646.,' 11279.,' 30905.'

35.10737791716515,79.92169144849456,225439.9227038948,' 3638.1,' 3784.6,' 10586.'

59.3053711907838,36.62844844643731,698856.8246106517,' 11224.,' 11742.,' 32574.'

50.699712711441364,57.36797825982444,409600.67801677616,' 6575.0,' 6933.3,' 19215.'

115.86193897566721,29.761362079578547,499913.0951790897,' 7776.4,' 8863.6,' 23025.'

66.6082205987095,16.13574237524205,578895.0822368056,' 9231.6,' 9646.3,' 26856.'

119.37640414231637,63.52753168884766,409229.67245383014,' 6462.9,' 7424.1,' 19141.'

73.51045829819046,67.16587698169593,91183.60612415533,' 1508.5,' 1591.0,' 4442.4'

34.29498913550051,87.55952542062057,592992.4240642425,' 9463.5,' 9991.1,' 27680.'

80.19162996930805,56.20482852060541,45663.96107104737,' 777.64,' 834.80,' 2310.9'

101.67246125726204,49.18457012194086,332929.73355552356,' 5379.4,' 5850.1,' 15789.'

33.701686162272985,39.52398296919541,755645.5779958535,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

91.65817510856274,80.65354052449045,694732.4587374137,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

26.204287186839476,21.50903116589428,558068.5295604029,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

107.35448932683529,22.27118616180691,628775.7636835102,' 9863.5,' 10870.,' 28871.'

65.34229171416897,32.210952734460925,670081.7545863674,' 10658.,' 11194.,' 30979.'

60.35578436382995,23.714811118835513,21355.68253042458,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

104.75006383296933,81.05837495497725,38453.07413721928,' 750.74,' 822.59,' 2262.4'

33.665661021840165,84.37555333494127,84532.85072669457,' 1352.0,' 1422.5,' 3952.0'

116.26324039280446,73.16212343685672,725027.362372499,' 10994.,' 12542.,' 32361.'

125.3490550308249,26.971144060493152,511900.81825195666,' 27215.,' 74348.,'1.28298E+05'

52.364360656565516,75.28722756682092,334617.18819458794,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

63.44023540210358,35.05561738155118,402059.8764057446,' 6457.9,' 6749.8,' 18771.'

63.749022230748785,6.289271932945779,275312.8077987464,s Error: cae exited with an error,s Error: cae exited with an error,Error: cae exited with an error

66.50688802645456,85.26939711572874,125344.15312633167,' 2041.5,' 2150.3,' 6002.6'

113.15195339352613,33.11450034744893,379278.72766881034,' 5988.9,' 6737.2,' 17767.'

120.93474472761116,23.838086142380305,384488.2050288826,' 6071.5,' 6984.6,' 17971.'

112.51965601787036,42.979167464180534,675840.581079932,' 10257.,' 11652.,' 30163.'

32.29906295186673,72.26924465266762,335777.3606792152,' 5378.2,' 5639.9,' 15661.'

100.32613376840742,20.870871665931034,93712.29593394074,' 1644.7,' 1790.1,' 4909.2'

28.19626691158937,18.64203954375851,593944.5656412244,' 9324.7,' 9502.2,' 27237.'

26.752699237224505,25.632419699190166,707816.3981989451,' 11336.,' 11838.,' 33035.'

112.30072865954284,50.30056630762552,553099.603724815,' 8647.3,' 9656.5,' 25307.'

34.36938616133795,44.24706365351928,534218.1699611149,' 8584.7,' 8988.2,' 24934.'

64.36443933788475,15.706480798507625,221367.29089227377,' 3557.1,' 3730.2,' 10424.'

